,tokens,ner_tags
126,"['Dengan', 'GMV', 'tersebut', 'menjadikan', 'Indonesia', 'sebagai', 'negara', 'dengan', 'GMV', 'terbesar', 'di', 'Asia', 'Tenggara', 'kata', 'Veronica', 'saat', 'memaparkan', 'laporan', 'e-Conomy', 'SEA', '2024', 'di', 'kantor', 'Google', 'di', 'Jakarta', 'Selatan', 'Rabu', '13/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
887,"['Menurut', 'nya', 'judi', 'online', 'justru', 'sangat', 'berdampak', 'negatif', 'pada', 'perekonomian', 'nasional', 'dengan', 'perputaran', 'uang', 'sebesar', 'itu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2295,"['Fokus', 'utama', 'SFV', 'adalah', 'mengoptimalkan', 'aset', 'LRMPHP', 'dalam', 'merancang', 'dan', 'membangun', 'alat', 'pengolahan', 'hasil', 'perikanan', 'yang', 'sesuai', 'dengan', 'kebutuhan', 'masyarakat', 'pesisir']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
1347,"['Capaian', 'tersebut', 'meliputi', 'komitmen', 'dan', 'realisasi', 'pembiayaan', 'sebesar', 'Rp', '641', 'miliar', 'komitmen', 'dan', 'realisasi', 'perdagangan', 'Rp', '295', 'miliar', 'serta', 'komitmen', 'kerja', 'sama', 'ekosistem', 'keuangan', 'syariah', 'sebesar', 'Rp', '1', 'triliun']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1007,"['Salah', 'satu', 'nya', 'kerajinan', 'tangan', 'dari', 'tenun', 'eceng', 'gondok', 'sangat', 'unik', 'dan', 'berpotensi', 'besar']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 19]"
355,"['Tentunya', 'juga', 'sejalan', 'dengan', 'semangat', 'meng-enhance', 'mempercepat', 'pencapaian', 'net', 'zero', 'itu', 'yang', 'dilakukan', 'oleh', 'banyak', 'pihak']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 0, 0, 0, 0, 0, 0]"
1003,"['Saya', 'masih', 'menjadi', 'kurator', 'untuk', 'para', 'Pahlawan', 'Ekonomi', 'kata', 'nya', 'dalam', 'keterangan', 'tertulis', 'Jumat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
1483,"['Ilan', 'Noy', 'seorang', 'ekonom', 'bencana', 'di', 'Victoria', 'University', 'of', 'Wellington', 'yang', 'tidak', 'terlibat', 'dalam', 'studi', 'ICC', 'mengatakan', 'temuan', 'angka', 'kerugian', 'selaras', 'dengan', 'penelitian', 'sebelumnya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
682,"['Hingga', 'Oktober', '2024', 'BSN', 'telah', 'menetapkan', '15.432', 'Standar', 'Nasional', 'Indonesia', 'SNI', 'termasuk', 'empat', 'SNI', 'terkait', 'CCS']","[0, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
827,"['Masalah', 'nya', 'kedua', 'strategi', 'tersebut', 'sama-sama', 'tidak', 'berimbas', 'positif', 'pada', 'peningkatan', 'tabungan', 'publik']","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1791,"['Pernyataan', 'tersebut', 'disampaikan', 'Sunarso', 'dalam', 'acara', 'Money', 'Talks', 'Power', 'Lunch', 'di', 'CNBC', 'Indonesia', 'Selasa', '05/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
1910,"['Pelayanan', 'di', 'pelabuhan', 'Palembang', 'pun', 'terkenal', 'paling', 'aman', 'jauh', 'dari', 'kekerasan', 'dan', 'perampokan', 'serta', 'dengan', 'peraturan', 'yang', 'baik', 'dari', 'kerajaan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1874,"['Pemerintah', 'kata', 'Nezar', 'terus', 'bergerak', 'memblokir', 'akun-akun', 'judi', 'online', 'yang', 'bermunculan', 'setiap', 'hari']","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
984,"['Budi', 'juga', 'mengapresiasi', 'bantuan', 'teknis', 'dan', 'program', 'peningkatan', 'kapasitas', 'yang', 'diberikan', 'Hongkong', 'melalui', 'kerja', 'sama', 'ekonomi', 'dan', 'teknis', 'ecotech', 'dalam', 'kerangka', 'Perjanjian', 'Perdagangan', 'Bebas', 'ASEAN-Hongkong', 'Tiongkok', 'AHKFTA']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1233,"['Bekerja', 'sebagai', 'pegawai', 'negeri', 'sipil', 'sejak', '1986', 'hingga', '2016']","[0, 0, 0, 0, 0, 0, 5, 0, 5]"
2576,"['Potensi', 'Paylater', 'jadi', 'Bantalan', 'Pembiayaan', 'Masyarakat', 'di', 'Tengah', 'Ketidakpastian', 'Ekonomi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1867,"['Di', 'sisi', 'lain', 'beberapa', 'KEK', 'juga', 'mencatatkan', 'kinerja', 'menonjol', 'dalam', 'penyerapan', 'tenaga', 'kerja', 'meliputi', 'KEK', 'Batam', 'Aero', 'Technic', 'BAT', 'KEK', 'Sanur', 'dan', 'KEK', 'Kura', 'Kura', 'Bali']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
140,"['Ini', 'terlihat', 'dari', 'kontribusi', 'video', 'commerce', 'yang', 'meningkat', 'ke', 'angka', '20', '%', 'di', '2024', 'naik', 'dari', '2022', 'yang', 'sebesar', '5', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 0, 5, 0, 0, 5, 0, 0, 21, 22]"
217,"['Gibran', 'juga', 'menekankan', 'penting', 'nya', 'sinergi', 'antara', 'pemerintah', 'pusat', 'dan', 'pemerintah', 'daerah', 'untuk', 'mengelola', 'negara', 'sebesar', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2303,"['Metode', 'penjemuran', 'tradisional', 'seringkali', 'tidak', 'dapat', 'menghasilkan', 'kualitas', 'produk', 'yang', 'stabil', 'terutama', 'di', 'musim', 'hujan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
362,"['Kerugian', 'itu', 'diperkirakan', 'dari', 'segi', 'ekonomi']","[0, 0, 0, 0, 0, 0]"
2491,"['Di', 'RSCM', 'Cak', 'Imin', 'mengunjungi', 'unit', 'rawat', 'inap', 'khusus', 'psikiatri']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
345,"['Para', 'ilmuwan', 'juga', 'mengingatkan', '1,5', 'derajat', 'celsius', 'adalah', 'ambang', 'batas', 'yang', 'berisiko', 'melepaskan', 'efek', 'perubahan', 'iklim', 'yang', 'parah', 'pada', 'manusia', 'alam', 'dan', 'ekosistem']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1829,"['Jangan', 'lupa', 'juga', 'sertakan', 'rencana', 'keuangan', 'yang', 'realistis', 'dan', 'dapat', 'dipertahankan', 'pada', 'rencana', 'bisnis', 'startup']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,"['Pengukuran', 'tingkat', 'kemiskinan', 'dan', 'ketimpangan', 'di', 'Indonesia', 'biasanya', 'menggunakan', 'data', 'dari', 'Survei', 'Sosial', 'Ekonomi', 'Nasional', 'Susenas']","[0, 12, 16, 0, 12, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
711,"['Mereka', 'khawatir', 'kebijakan', 'America', 'First', 'Trump', 'kelak', 'menggoyahkan', 'kondisi', 'perekonomian', 'global', 'terutama', 'negara-negara', 'berkembang', 'seperti', 'ASEAN']","[0, 0, 0, 0, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1157,"['Pramono-Rano', 'memperoleh', '30,6', '%', 'Dharma-Kun', '4,1', '%', 'dan', '31,8', '%', 'tidak', 'menjawab']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1847,"['Fitur', 'ini', 'akan', 'memudahkan', 'konsumen', 'dalam', 'melakukan', 'transaksi']","[0, 0, 0, 0, 0, 0, 0, 0]"
871,"['Setelah', 'pemotongan', 'suku', 'bunga', 'The', 'Fed', 'sebesar', '25', 'basis', 'poin', 'pada', 'Kamis', '7/11/2024', 'yield', 'hanya', 'turun', 'sedikit', 'ke', 'level', '4,3', '%']","[0, 0, 0, 0, 0, 0, 0, 14, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1839,"['Dalam', 'episode', 'terbaru', 'Danamon', 'Financial', 'Friday', 'berjudul', 'Inovasi', 'Startup', 'Permudah', 'Kolaborasi', 'Inovasi', 'Danamon', 'membahas', 'tentang', 'kesempatan', 'mendapatkan', 'pendanaan', 'dari', 'MUIP', 'Garuda', 'Fund', 'bagi', 'startup']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
10,"['Kekayaan', '50', 'orang', 'terkaya', 'di', 'negara', 'ini', 'setara', 'dengan', 'kekayaan', '50', 'juta', 'warga', 'Indonesia']","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3]"
2256,"['Dalam', 'menjaga', 'stabilitas', 'eksternal', 'di', 'tengah', 'tekanan', 'global', 'seperti', 'penguatan', 'indeks', 'dolar', 'AS', 'yang', 'memengaruhi', 'volatilitas', 'pasar', 'keuangan', 'Indonesia', 'pemerintah', 'telah', 'menerapkan', 'kebijakan', 'strategis']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 19, 0, 0, 0, 0, 0, 3, 11, 0, 0, 0, 0]"
2121,"['Berhati-hati', 'dalam', 'membuat', 'kebijakan', 'termasuk', 'pembuatan', 'perda-perda', 'yang', 'berpotensi', 'menimbulkan', 'gejolak']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2642,"['Kalau', 'ini', 'kan', 'nggak', 'bisa', 'menjadi', 'proven']","[0, 0, 0, 0, 0, 0, 0]"
793,"['Pertumbuhan', 'tersebut', 'dikontribusikan', 'oleh', 'portofolio', 'sosial', 'sebesar', 'Rp', '143', 'triliun', 'atau', 'tumbuh', 'sebesar', '9,4', '%', 'dan', 'portofolio', 'hijau', 'sebesar', 'Rp', '142', 'triliun', 'atau', 'tumbuh', 'sebesar', '16,4', '%']","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 22]"
1315,"['Menjawab', 'pertanyaan', 'media', 'soal', 'kebijakan', 'tersebut', 'Direktur', 'Utama', 'BRI', 'Sunarso', 'mengatakan', 'bahwa', 'akan', 'ada', 'dua', 'kerangka', 'yang', 'dilakukan', 'BRI']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
754,"['Dia', 'melaporkan', 'konsumsi', 'rumah', 'tangga', 'berkontribusi', '2,55', '%', 'terhadap', 'pertumbuhan', 'ekonomi', 'Kuartal', 'III', '2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 5]"
626,"['Maggot', 'BSF', 'dinilai', 'mampu', 'mengurai', 'sampah', 'organik', 'lebih', 'cepat', 'tanpa', 'bau', 'dan', 'menghasilkan', 'kompos', 'serta', 'larva', 'yang', 'dapat', 'dijadikan', 'pakan', 'ternak', 'seperti', 'untuk', 'unggas', 'dan', 'ikan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
94,"['Di', 'mana', '80', '%', 'dari', '8,8', 'juta', 'pemain', 'judi', 'online', 'adalah', 'masyarakat', 'bawah', 'dan', 'menyasar', 'ke', 'anak-anak', 'muda', 'ungkap', 'mantan', 'Kepala', 'Badan', 'Intelijen', 'Negara', 'BIN', 'ini']","[0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
1842,"['Sebagai', 'informasi', 'Danamon', 'menyediakan', 'layanan', 'application', 'programming', 'interface', 'API', 'yang', 'dapat', 'diintegrasikan', 'ke', 'dalam', 'metode', 'pembayaran', 'milik', 'startup']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
129,"['Atau', 'sederhana', 'nya', 'adalah', 'pendapatan', 'berdasarkan', 'hasil', 'akumulasi', 'belanja', 'masyarakat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1708,"['Sebagaimana', 'diketahui', 'pertumbuhan', 'ekonomi', 'RI', 'ditopang', 'oleh', 'konsumsi', 'rumah', 'tangga', 'sehingga', 'jika', 'konsumsi', 'melambat', 'maka', 'ekonomi', 'juga', 'tumbuh', 'melambat']","[0, 0, 12, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0]"
843,"['Workshop', 'ini', 'menjadi', 'salah', 'satu', 'sesi', 'favorit', 'karena', 'tidak', 'hanya', 'memberikan', 'pengetahuan', 'praktis', 'tetapi', 'juga', 'menghadirkan', 'pengalaman', 'langsung', 'bagi', 'para', 'peserta']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
323,"['Pada', '2024', 'produksi', 'nikel', 'Weda', 'Bay', 'Nickel', 'akan', 'mencapai', '32', 'juta', 'ton', 'sesuai', 'dengan', 'kuota', 'produksi', 'yang', 'telah', 'ditetapkan', 'dalam', 'Rencana', 'Kerja', 'dan', 'Anggaran', 'Biaya', 'RKAB']","[0, 5, 0, 1, 19, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2427,"['Didatangi', 'ke', 'lokasi', 'bermula', 'saat', 'diketahui', 'tidak', 'masuk', 'dinas', 'sejak', '19', 'November', '2024', 'kata', 'Fauzan', 'dalam', 'keterangan', 'tertulis', 'nya', 'Jumat', '22/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 17, 0, 0, 0, 0, 0, 0, 0, 17]"
2157,"['Dalam', 'kesempatan', 'tersebut', 'para', 'delegasi', 'menunjukkan', 'minat', 'besar', 'terhadap', 'sejumlah', 'fasilitas', 'yang', 'ditawarkan', 'KEK', 'HIPS']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1284,"['Calon', 'kelas', 'menengah', 'adalah', 'kelompok', 'sosial', 'ekonomi', 'terbesar', 'di', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1671,"['Sementara', 'calon', 'wali', 'kota', 'nomor', 'urut', '2', 'Dedy', 'Yon', 'mengatakan', 'ia', 'memiliki', 'visi', 'Kota', 'Tegal', 'berdikari', 'dan', 'sejahtera', 'menjadi', 'kota', 'idaman']","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2716,"['Investasi', 'jaringan', 'ini', 'meningkatkan', 'kualitas', 'layanan', 'data', 'terbukti', 'dengan', 'trafik', 'yang', 'tumbuh', 'mencapai', '7.823', 'petabyte', 'kata', 'Dian']","[13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 6]"
14,"['Meski', 'sempat', 'mencapai', 'titik', 'tertinggi', 'pada', '2013', 'dan', '2014', 'yaitu', '31,5', '%', 'kemudian', 'mencapai', '27,9', '%', 'pada', '2020', 'namun', 'kembali', 'naik', 'pada', '2021', 'hingga', '2023']","[0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
2110,"['Tampak', 'pula', 'para', 'pengusaha', 'Tanah', 'Air', 'yang', 'hadir', 'di', 'agenda', 'tersebut', 'antara', 'lain', 'Garibaldi', 'Boy', 'Thohir', 'Franky', 'Oesman', 'Widjaja', 'dan', 'Prajogo', 'Pangestu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
947,"['Dari', 'penjelasan', 'Menko', 'Polkam', 'dan', 'Menkeu', 'Wamenaker', 'Immanuel', 'Noel', 'mengatakan', 'bahwa', 'jelas', 'terlihat', 'pembangunan', 'lapangan', 'kerja', 'adalah', 'aspek', 'yang', 'sangat', 'rentan', 'terhadap', 'serangan', 'barang', 'selundupan', 'terutama', 'di', 'sektor-sektor', 'yang', 'padat', 'karya', 'seperti', 'tekstil']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
215,"['Menurut', 'Gibran', 'pemerintah', 'daerah', 'perlu', 'menerapkan', 'kebijakan', 'yang', 'langsung', 'menyentuh', 'masyarakat', 'dan', 'pemanfaatan', 'anggaran', 'secara', 'efektif']","[0, 0, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
227,"['Ini', 'penting', 'sekali', 'Bapak', 'Ibu', 'karena', 'Pak', 'Presiden', 'Prabowo', 'menekankan', 'untuk', 'masalah', 'pencegahan', 'korupsi', 'dan', 'juga', 'menutup', 'kebocoran-kebocoran']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2236,"['Kebanyakan', 'masyarakat', 'Indonesia', 'masih', 'memandang', 'buah', 'jelek', 'sebagai', 'produk', 'berkualitas', 'rendah']","[0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0]"
1182,"['BI', 'Perkirakan', 'Ekonomi', 'Dunia', 'Tumbuh', 'Melambat', 'akibat', 'Kebijakan', 'Trump']","[0, 0, 0, 0, 12, 16, 0, 0, 6]"
805,"['Pada', 'akhirnya', 'pemerintah', 'pun', 'dapat', 'menciptakan', 'efisiensi', 'anggaran', 'belanja', 'negara', 'dengan', 'berkurang', 'nya', 'kebutuhan', 'belanja', 'negara', 'yang', 'tidak', 'krusial', 'serta', 'meningkat', 'nya', 'investasi']","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
1971,"['Kami', 'menganggap', 'hubungan', 'dekat', 'antara', 'Vietnam', 'dan', 'Indonesia', 'sangat', 'penting']","[0, 0, 0, 0, 0, 3, 0, 3, 0, 0]"
864,"['Beberapa', 'institusi', 'bahkan', 'memprediksi', 'kenaikan', 'utang', 'nya', 'mencapai', 'dua', 'kali', 'lipat', 'dari', 'angka', 'saat', 'ini']","[0, 0, 0, 0, 0, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0]"
1658,"['Debat', 'Pilkada', 'Kota', 'Tegal', '3', 'Paslon', 'Adu', 'Gagasan', 'Pengembangan', 'Wilayah-Ekonomi', 'Digital']","[18, 9, 9, 9, 14, 0, 0, 0, 0, 0, 0]"
516,"['Apa', 'sebenarnya', 'yang', 'dimaksud', 'dengan', 'America', 'First', 'dalam', 'konteks', 'ekonomi', 'dunia', 'dan', 'apa', 'arti', 'nya', 'bagi', 'stabilitas', 'global']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1545,"['BI', 'mengupayakan', 'agar', 'suku', 'bunga', 'acuan', 'saat', 'ini', 'tidak', 'menimbulkan', 'shock', 'capital', 'flows', 'yang', 'lebih', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
597,"['Resesi', 'ekonomi', 'adalah', 'penurunan', 'Produk', 'Domestik', 'Bruto', 'PDB', 'yang', 'terjadi', 'selama', 'dua', 'kuartal', 'berturut-turut']","[0, 0, 0, 12, 16, 0, 0, 12, 0, 0, 0, 14, 0, 0]"
195,"['PT', 'Polygroup', 'Manufaktur', 'Indonesia', 'meresmikan', 'pabrik', 'baru', 'nya', 'yang', 'berlokasi', 'di', 'Kawasan', 'Ekonomi', 'Khusus', 'KEK', 'Kendal', 'Jawa', 'Tengah', 'pada', 'Rabu', '13/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
1277,"['Faye', 'menambahkan', 'bahwa', 'Kumpul', 'berkomitmen', 'mendukung', 'program-program', 'inklusi', 'keuangan', 'kesetaraan', 'gender', 'dan', 'digitalisasi', 'UMKM', 'di', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
288,"['Selain', 'itu', 'untuk', 'penciptaan', 'lapangan', 'kerja', '-', 'khususnya', 'yang', 'bersumber', 'dari', 'investasi', 'langsung', 'direct', 'investment']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 19]"
950,"['Motif', 'Ekonomi', 'Pencurian', 'Kabel', 'Pompa', 'Air', 'Underpass', 'Kemayoran', 'Bukan', 'Sabotase']","[0, 0, 0, 1, 19, 19, 0, 0, 0, 7]"
2636,"['Yang', 'tadi', 'cuma', '70,83', 'itu', 'bisa', 'terus', 'naik', 'nanti', 'ungkap', 'Erick']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
2787,"['Tujuan', 'nya', 'adalah', 'untuk', 'melindungi', 'dan', 'menumbuhkan', 'aset', 'keluarga', 'tersebut', 'dengan', 'mengelola', 'berbagai', 'aspek', 'keuangan', 'bisnis', 'dan', 'investasi', 'termasuk', 'perencanaan', 'pajak', 'pengelolaan', 'portofolio', 'investasi', 'perencanaan', 'warisan', 'filantropi', 'dan', 'bahkan', 'pengelolaan', 'gaya', 'hidup', 'anggota', 'keluarga', 'tersebut']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2671,"['Kenaikan', 'PPN', 'ini', 'dilakukan', 'pada', 'saat', 'ekonomi', 'kita', 'khususnya', 'sektor', 'konsumsi', 'ini', 'terus-menerus', 'menunjukkan', 'tren', 'penurunan', 'atau', 'setidaknya', 'stagnan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
1120,"['Gibran', 'menyebut', 'saat', 'pertama', 'kali', 'memimpin', 'Kota', 'Solo', 'indeks', 'MCP', 'di', 'daerah', 'itu', 'termasuk', 'rendah', 'yakni', '65', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 22]"
1983,"['Kita', 'memiliki', 'sejarah', 'yang', 'sama']","[0, 0, 0, 0, 0]"
549,"['Filipina', 'dipilih', 'untuk', 'momen', 'penting', 'ini', 'karena', 'merupakan', 'salah', 'satu', 'negara', 'dengan', 'pertumbuhan', 'ekonomi', 'tercepat', 'di', 'Asia', 'dan', 'pasar', 'strategis', 'bagi', 'AS', 'Watson']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 3, 0, 0, 0, 0, 3, 0]"
156,"['Oleh', 'karena', 'itu', 'banyak', 'terdakwa', 'kasus', 'pungli', 'rutan', 'ini', 'baru', 'mengembalikan', 'uang', 'hasil', 'pungli', 'senilai', 'ratusan', 'ribu', 'rupiah', 'karena', 'mengalami', 'kesulitan', 'ekonomi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
419,"['Angkat', 'Perekonomian', 'Desa', 'Risma', 'Ajak', 'Warga', 'Ngajum', 'Malang', 'Berwirausaha', 'lewat', 'Program', 'Pena']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
922,"['Oleh', 'karena', 'nya', 'Sunarso', 'menyebutkan', 'pemerintah', 'perlu', 'berhati-hati', 'dalam', 'menyikapi', 'ketidakpastian', 'global', 'ke', 'depan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]"
2515,"['Bank-bank', 'terbesar', 'di', 'Eropa', 'memiliki', 'peran', 'penting', 'dalam', 'membiayai', 'transisi', 'ke', 'ekonomi', 'rendah', 'karbon', 'seperti', 'meningkatkan', 'energi', 'terbarukan', 'membuat', 'real', 'estat', 'hemat', 'energi', 'dan', 'mendukung', 'industri-industri', 'penting', 'untuk', 'melakukan', 'dekarbonisasi', 'ungkap', 'Manajer', 'penelitian', 'senior', 'ShareAction', 'Xavier', 'Lerin']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
477,"['Salah', 'satu', 'nya', 'karena', 'faktor', 'perselisihan', 'dan', 'ekonomi']","[0, 0, 0, 0, 0, 0, 0, 0]"
2024,"['Veronica', 'menjelaskan', 'sektor', 'e-commerce', 'masih', 'menjadi', 'kontributor', 'terbesar', 'bagi', 'ekonomi', 'digital', 'Indonesia', 'yang', 'mana', 'nilai', 'GMV-nya', 'tumbuh', '11', '%', 'menjadi', '65', 'miliar', 'dollar', 'AS', 'pada', '2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
1692,"['Pembangunan', 'infrastruktur', 'sebesar', 'itu', 'tentu', 'akan', 'menimbulkan', 'efek', 'domino', 'yang', 'sangat', 'besar', 'terhadap', 'perekonomian', 'ujar', 'nya']","[0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2067,"['Menteri', 'Koordinator', 'Bidang', 'Perekonomian', 'Airlangga', 'Hartarto', 'menyebut', 'pertumbuhan', 'ekonomi', 'Indonesia', 'yang', 'sebesar', '4,95', '%', 'di', 'kuartal', 'III', '2024', 'masih', 'lebih', 'baik', 'dibandingkan', 'sejumlah', 'negara', 'lain']","[11, 0, 0, 0, 6, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
2676,"['Kenaikan', 'PPN', 'pasti', 'akan', 'menggerus', 'ekspektasi', 'peningkatan', 'pertumbuhan', 'ekonomi', 'bagi', 'dunia', 'usaha', 'ucap', 'nya']","[0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0]"
