,sentence,pos_tag,iob_ner
1789,"Direktur Utama (Dirut) BRI Sunarso mengungkapkan bahwa pengurangan kantor tersebut merupakan bagian dari transformasi BRIvolution 2.0., dengan tujuan menjadikan BRI sebagai ""The Most Valuable Banking Group in Southeast Asia and Champion of Financial Inclusion"".","[('Direktur', np.str_('NN')), ('Utama', np.str_('NNP')), ('(', 'SYM'), ('Dirut', np.str_('NNP')), (')', 'SYM'), ('BRI', np.str_('NNP')), ('Sunarso', np.str_('NNP')), ('mengungkapkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('pengurangan', np.str_('NN')), ('kantor', np.str_('NN')), ('tersebut', np.str_('DT')), ('merupakan', np.str_('VB')), ('bagian', np.str_('NN')), ('dari', np.str_('IN')), ('transformasi', np.str_('NN')), ('BRIvolution', np.str_('NNP')), ('2.0', np.str_('NUM')), ('.', 'SYM'), (',', 'SYM'), ('dengan', np.str_('IN')), ('tujuan', np.str_('NN')), ('menjadikan', np.str_('VB')), ('BRI', np.str_('NNP')), ('sebagai', np.str_('IN')), ('""', 'SYM'), ('The', np.str_('NNP')), ('Most', np.str_('NNP')), ('Valuable', np.str_('NNP')), ('Banking', np.str_('NNP')), ('Group', np.str_('NNP')), ('in', np.str_('NNP')), ('Southeast', np.str_('NNP')), ('Asia', np.str_('NNP')), ('and', np.str_('NNP')), ('Champion', np.str_('NNP')), ('of', np.str_('NNP')), ('Financial', np.str_('NNP')), ('Inclusion', np.str_('NNP')), ('""', 'SYM'), ('.', 'SYM')]","[('Direktur', 'O'), ('Utama', 'O'), ('Dirut', 'O'), ('BRI', 'O'), ('Sunarso', 'O'), ('mengungkapkan', 'O'), ('bahwa', 'O'), ('pengurangan', 'O'), ('kantor', 'O'), ('tersebut', 'O'), ('merupakan', 'O'), ('bagian', 'O'), ('dari', 'O'), ('transformasi', 'O'), ('BRIvolution', 'O'), ('2.0', 'O'), ('dengan', 'O'), ('tujuan', 'O'), ('menjadikan', 'O'), ('BRI', 'O'), ('sebagai', 'O'), ('The', 'O'), ('Most', 'O'), ('Valuable', 'O'), ('Banking', 'O'), ('Group', 'O'), ('in', 'O'), ('Southeast', 'O'), ('Asia', 'O'), ('and', 'O'), ('Champion', 'O'), ('of', 'O'), ('Financial', 'O'), ('Inclusion', 'O')]"
1790,“Kami mengurangi jumlah kantor untuk meningkatkan partisipasi masyarakat dalam layanan perbankan.,"[('""', 'SYM'), ('Kami', np.str_('PR')), ('mengurangi', np.str_('VB')), ('jumlah', np.str_('NN')), ('kantor', np.str_('NN')), ('untuk', np.str_('SC')), ('meningkatkan', np.str_('VB')), ('partisipasi', np.str_('NN')), ('masyarakat', np.str_('NN')), ('dalam', np.str_('IN')), ('layanan', np.str_('NN')), ('perbankan', np.str_('NN')), ('.', 'SYM')]","[('Kami', 'O'), ('mengurangi', 'O'), ('jumlah', 'O'), ('kantor', 'O'), ('untuk', 'O'), ('meningkatkan', 'O'), ('partisipasi', 'O'), ('masyarakat', 'O'), ('dalam', 'O'), ('layanan', 'O'), ('perbankan', 'O')]"
1791,"(Dalam hal ini) Agen BRILink memainkan peran kunci dalam menciptakan ekonomi berbagi (sharing economy) yang lebih inklusif,” ujarnya dalam siaran pers yang diterima , Jumat (8/11/2024).","[('(', 'SYM'), ('Dalam', np.str_('IN')), ('hal', np.str_('NN')), ('ini', np.str_('DT')), (')', 'SYM'), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('memainkan', np.str_('VB')), ('peran', np.str_('NN')), ('kunci', np.str_('NN')), ('dalam', np.str_('IN')), ('menciptakan', np.str_('VB')), ('ekonomi', np.str_('NN')), ('berbagi', np.str_('VB')), ('(', 'SYM'), ('sharing', np.str_('FW')), ('economy', np.str_('FW')), (')', 'SYM'), ('yang', np.str_('PR')), ('lebih', np.str_('ADV')), ('inklusif', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('ujar', np.str_('VB')), ('nya', np.str_('PR')), ('dalam', np.str_('IN')), ('siaran', np.str_('NN')), ('pers', np.str_('NN')), ('yang', np.str_('PR')), ('diterima', np.str_('VB')), (',', 'SYM'), ('Jumat', np.str_('NNP')), ('(', 'SYM'), ('8/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Dalam', 'O'), ('hal', 'O'), ('ini', 'O'), ('Agen', 'O'), ('BRILink', 'O'), ('memainkan', 'O'), ('peran', 'O'), ('kunci', 'O'), ('dalam', 'O'), ('menciptakan', 'O'), ('ekonomi', 'O'), ('berbagi', 'O'), ('sharing', 'O'), ('economy', 'O'), ('yang', 'O'), ('lebih', 'O'), ('inklusif', 'O'), ('ujar', 'O'), ('nya', 'O'), ('dalam', 'O'), ('siaran', 'O'), ('pers', 'O'), ('yang', 'O'), ('diterima', 'O'), ('Jumat', 'B-DAT'), ('8/11/2024', 'O')]"
1792,"Pernyataan tersebut disampaikan Sunarso dalam acara Money Talks Power Lunch di CNBC Indonesia, (Selasa, 05/11/2024).","[('Pernyataan', np.str_('NN')), ('tersebut', np.str_('DT')), ('disampaikan', np.str_('VB')), ('Sunarso', np.str_('NNP')), ('dalam', np.str_('IN')), ('acara', np.str_('NN')), ('Money', np.str_('NNP')), ('Talks', np.str_('NNP')), ('Power', np.str_('NNP')), ('Lunch', np.str_('NNP')), ('di', np.str_('IN')), ('CNBC', np.str_('NNP')), ('Indonesia', np.str_('NNP')), (',', 'SYM'), ('(', 'SYM'), ('Selasa', np.str_('NNP')), (',', 'SYM'), ('05/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Pernyataan', 'O'), ('tersebut', 'O'), ('disampaikan', 'O'), ('Sunarso', 'O'), ('dalam', 'O'), ('acara', 'O'), ('Money', 'O'), ('Talks', 'O'), ('Power', 'O'), ('Lunch', 'O'), ('di', 'O'), ('CNBC', 'O'), ('Indonesia', 'O'), ('Selasa', 'O'), ('05/11/2024', 'O')]"
1793,Ia menjelaskan bahwa hasil riset BRI menunjukkan bahwa masyarakat Indonesia belum sepenuhnya beralih ke layanan digital.,"[('Ia', np.str_('PR')), ('menjelaskan', np.str_('VB')), ('bahwa', np.str_('SC')), ('hasil', np.str_('NN')), ('riset', np.str_('NN')), ('BRI', np.str_('NNP')), ('menunjukkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('masyarakat', np.str_('NN')), ('Indonesia', np.str_('NNP')), ('belum', np.str_('NEG')), ('sepenuhnya', np.str_('ADV')), ('beralih', np.str_('VB')), ('ke', np.str_('IN')), ('layanan', np.str_('NN')), ('digital', np.str_('JJ')), ('.', 'SYM')]","[('Ia', 'O'), ('menjelaskan', 'O'), ('bahwa', 'O'), ('hasil', 'O'), ('riset', 'O'), ('BRI', 'O'), ('menunjukkan', 'O'), ('bahwa', 'O'), ('masyarakat', 'O'), ('Indonesia', 'B-GPE'), ('belum', 'O'), ('sepenuhnya', 'O'), ('beralih', 'O'), ('ke', 'O'), ('layanan', 'O'), ('digital', 'O')]"
1794,Masih banyak yang lebih memilih layanan perbankan melalui agen.,"[('Masih', np.str_('ADV')), ('banyak', np.str_('ADV')), ('yang', np.str_('PR')), ('lebih', np.str_('ADV')), ('memilih', np.str_('VB')), ('layanan', np.str_('NN')), ('perbankan', np.str_('NN')), ('melalui', np.str_('IN')), ('agen', np.str_('NN')), ('.', 'SYM')]","[('Masih', 'O'), ('banyak', 'O'), ('yang', 'O'), ('lebih', 'O'), ('memilih', 'O'), ('layanan', 'O'), ('perbankan', 'O'), ('melalui', 'O'), ('agen', 'O')]"
1795,"""Bahkan, mereka enggan datang ke bank dan lebih memilih menggunakan layanan yang ada di warung-warung terdekat.","[('""', 'SYM'), ('Bahkan', np.str_('ADV')), (',', 'SYM'), ('mereka', np.str_('PR')), ('enggan', np.str_('JJ')), ('datang', np.str_('VB')), ('ke', np.str_('IN')), ('bank', np.str_('NN')), ('dan', np.str_('CC')), ('lebih', np.str_('ADV')), ('memilih', np.str_('VB')), ('menggunakan', np.str_('VB')), ('layanan', np.str_('NN')), ('yang', np.str_('PR')), ('ada', np.str_('VB')), ('di', np.str_('IN')), ('warung-warung', np.str_('NN')), ('terdekat', np.str_('JJ')), ('.', 'SYM')]","[('Bahkan', 'O'), ('mereka', 'O'), ('enggan', 'O'), ('datang', 'O'), ('ke', 'O'), ('bank', 'O'), ('dan', 'O'), ('lebih', 'O'), ('memilih', 'O'), ('menggunakan', 'O'), ('layanan', 'O'), ('yang', 'O'), ('ada', 'O'), ('di', 'O'), ('warung-warung', 'O'), ('terdekat', 'O')]"
1796,"Pada dasarnya, mereka masih membutuhkan kehadiran fisik dan sentuhan pribadi,"" ucap Sunarso.","[('Pada', np.str_('IN')), ('dasar', np.str_('NN')), ('nya', np.str_('PR')), (',', 'SYM'), ('mereka', np.str_('PR')), ('masih', np.str_('ADV')), ('membutuhkan', np.str_('VB')), ('kehadiran', np.str_('NN')), ('fisik', np.str_('NN')), ('dan', np.str_('CC')), ('sentuhan', np.str_('NN')), ('pribadi', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('ucap', np.str_('VB')), ('Sunarso', np.str_('NNP')), ('.', 'SYM')]","[('Pada', 'O'), ('dasar', 'O'), ('nya', 'O'), ('mereka', 'O'), ('masih', 'O'), ('membutuhkan', 'O'), ('kehadiran', 'O'), ('fisik', 'O'), ('dan', 'O'), ('sentuhan', 'O'), ('pribadi', 'O'), ('ucap', 'O'), ('Sunarso', 'O')]"
1797,"Sunarso menggambarkan Agen BRILink sebagai layanan perbankan yang sebanding dengan kantor cabang BRI, namun dilakukan melalui agen yang bisa berupa warung, toko kelontong, dan sebagainya.","[('Sunarso', np.str_('NNP')), ('menggambarkan', np.str_('VB')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('sebagai', np.str_('IN')), ('layanan', np.str_('NN')), ('perbankan', np.str_('NN')), ('yang', np.str_('PR')), ('sebanding', np.str_('JJ')), ('dengan', np.str_('IN')), ('kantor', np.str_('NN')), ('cabang', np.str_('NN')), ('BRI', np.str_('NNP')), (',', 'SYM'), ('namun', np.str_('CC')), ('dilakukan', np.str_('VB')), ('melalui', np.str_('IN')), ('agen', np.str_('NN')), ('yang', np.str_('PR')), ('bisa', np.str_('ADV')), ('berupa', np.str_('VB')), ('warung', np.str_('NN')), (',', 'SYM'), ('toko', np.str_('NN')), ('kelontong', np.str_('NN')), (',', 'SYM'), ('dan', np.str_('CC')), ('sebagainya', np.str_('ADV')), ('.', 'SYM')]","[('Sunarso', 'O'), ('menggambarkan', 'O'), ('Agen', 'O'), ('BRILink', 'O'), ('sebagai', 'O'), ('layanan', 'O'), ('perbankan', 'O'), ('yang', 'O'), ('sebanding', 'O'), ('dengan', 'O'), ('kantor', 'O'), ('cabang', 'O'), ('BRI', 'O'), ('namun', 'O'), ('dilakukan', 'O'), ('melalui', 'O'), ('agen', 'O'), ('yang', 'O'), ('bisa', 'O'), ('berupa', 'O'), ('warung', 'O'), ('toko', 'O'), ('kelontong', 'O'), ('dan', 'O'), ('sebagainya', 'O')]"
1798,"Tujuannya, kata dia, untuk menjangkau masyarakat lebih luas, lebih dalam, dan dengan biaya lebih rendah, sekaligus meningkatkan inklusi keuangan di daerah yang tidak dijangkau oleh layanan bank formal.","[('Tujuan', np.str_('NN')), ('nya', np.str_('DT')), (',', 'SYM'), ('kata', np.str_('NN')), ('dia', np.str_('PR')), (',', 'SYM'), ('untuk', np.str_('SC')), ('menjangkau', np.str_('VB')), ('masyarakat', np.str_('NN')), ('lebih', np.str_('ADV')), ('luas', np.str_('JJ')), (',', 'SYM'), ('lebih', np.str_('ADV')), ('dalam', np.str_('NN')), (',', 'SYM'), ('dan', np.str_('CC')), ('dengan', np.str_('IN')), ('biaya', np.str_('NN')), ('lebih', np.str_('ADV')), ('rendah', np.str_('JJ')), (',', 'SYM'), ('sekaligus', np.str_('ADV')), ('meningkatkan', np.str_('VB')), ('inklusi', np.str_('NN')), ('keuangan', np.str_('NN')), ('di', np.str_('IN')), ('daerah', np.str_('NN')), ('yang', np.str_('PR')), ('tidak', np.str_('NEG')), ('dijangkau', np.str_('VB')), ('oleh', np.str_('IN')), ('layanan', np.str_('NN')), ('bank', np.str_('NN')), ('formal', np.str_('JJ')), ('.', 'SYM')]","[('Tujuan', 'O'), ('nya', 'O'), ('kata', 'O'), ('dia', 'O'), ('untuk', 'O'), ('menjangkau', 'O'), ('masyarakat', 'O'), ('lebih', 'O'), ('luas', 'O'), ('lebih', 'O'), ('dalam', 'O'), ('dan', 'O'), ('dengan', 'O'), ('biaya', 'O'), ('lebih', 'O'), ('rendah', 'O'), ('sekaligus', 'O'), ('meningkatkan', 'O'), ('inklusi', 'O'), ('keuangan', 'O'), ('di', 'O'), ('daerah', 'O'), ('yang', 'O'), ('tidak', 'O'), ('dijangkau', 'O'), ('oleh', 'O'), ('layanan', 'O'), ('bank', 'O'), ('formal', 'O')]"
1799,"Sunarso menjelaskan bahwa saat ini, jumlah Agen BRILink sudah mencapai lebih dari 1,022 juta agen di seluruh Indonesia pada 2024.","[('Sunarso', np.str_('NNP')), ('menjelaskan', np.str_('VB')), ('bahwa', np.str_('SC')), ('saat', np.str_('SC')), ('ini', np.str_('PR')), (',', 'SYM'), ('jumlah', np.str_('NN')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('sudah', np.str_('ADV')), ('mencapai', np.str_('VB')), ('lebih', np.str_('JJ')), ('dari', np.str_('IN')), ('1,022', np.str_('NUM')), ('juta', np.str_('NUM')), ('agen', np.str_('NN')), ('di', np.str_('IN')), ('seluruh', np.str_('DT')), ('Indonesia', np.str_('NNP')), ('pada', np.str_('IN')), ('2024', np.str_('NUM')), ('.', 'SYM')]","[('Sunarso', 'O'), ('menjelaskan', 'O'), ('bahwa', 'O'), ('saat', 'O'), ('ini', 'O'), ('jumlah', 'O'), ('Agen', 'O'), ('BRILink', 'O'), ('sudah', 'O'), ('mencapai', 'O'), ('lebih', 'O'), ('dari', 'O'), ('1,022', 'O'), ('juta', 'O'), ('agen', 'O'), ('di', 'O'), ('seluruh', 'O'), ('Indonesia', 'O'), ('pada', 'O'), ('2024', 'O')]"
1800,"Capaian tersebut, kata dia, merupakan lonjakan signifikan dibandingkan jumlah Agen BRILink pada 2015 dengan hanya 75.000 agen.","[('Capaian', np.str_('NNP')), ('tersebut', np.str_('DT')), (',', 'SYM'), ('kata', np.str_('NN')), ('dia', np.str_('PR')), (',', 'SYM'), ('merupakan', np.str_('VB')), ('lonjakan', np.str_('NN')), ('signifikan', np.str_('JJ')), ('dibandingkan', np.str_('VB')), ('jumlah', np.str_('NN')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('pada', np.str_('IN')), ('2015', np.str_('NUM')), ('dengan', np.str_('IN')), ('hanya', np.str_('ADV')), ('75.000', np.str_('NUM')), ('agen', np.str_('NN')), ('.', 'SYM')]","[('Capaian', 'O'), ('tersebut', 'O'), ('kata', 'O'), ('dia', 'O'), ('merupakan', 'O'), ('lonjakan', 'O'), ('signifikan', 'O'), ('dibandingkan', 'O'), ('jumlah', 'O'), ('Agen', 'O'), ('BRILink', 'O'), ('pada', 'O'), ('2015', 'O'), ('dengan', 'O'), ('hanya', 'O'), ('75.000', 'O'), ('agen', 'O')]"
1801,"Menurut Sunarso, keberadaan Agen BRILink juga memiliki potensi bisnis yang sangat besar.","[('Menurut', np.str_('IN')), ('Sunarso', np.str_('NNP')), (',', 'SYM'), ('keberadaan', np.str_('NN')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('juga', np.str_('ADV')), ('memiliki', np.str_('VB')), ('potensi', np.str_('NN')), ('bisnis', np.str_('NN')), ('yang', np.str_('PR')), ('sangat', np.str_('ADV')), ('besar', np.str_('JJ')), ('.', 'SYM')]","[('Menurut', 'O'), ('Sunarso', 'O'), ('keberadaan', 'O'), ('Agen', 'O'), ('BRILink', 'O'), ('juga', 'O'), ('memiliki', 'O'), ('potensi', 'O'), ('bisnis', 'O'), ('yang', 'O'), ('sangat', 'O'), ('besar', 'O')]"
1802,"Ia mengungkapkan bahwa pada 2023, BRI menerima Rp 1,5 triliun dari fee Agen BRILink.","[('Ia', np.str_('PR')), ('mengungkapkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('pada', np.str_('IN')), ('2023', np.str_('NUM')), (',', 'SYM'), ('BRI', np.str_('NNP')), ('menerima', np.str_('VB')), ('Rp', np.str_('SYM')), ('1,5', np.str_('NUM')), ('triliun', np.str_('NUM')), ('dari', np.str_('IN')), ('fee', np.str_('FW')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('.', 'SYM')]","[('Ia', 'O'), ('mengungkapkan', 'O'), ('bahwa', 'O'), ('pada', 'O'), ('2023', 'B-DAT'), ('BRI', 'I-PRD'), ('menerima', 'O'), ('Rp', 'O'), ('1,5', 'O'), ('triliun', 'O'), ('dari', 'O'), ('fee', 'O'), ('Agen', 'O'), ('BRILink', 'O')]"
1803,"Agen-agen ini menerima sekitar dua kali lipat dari jumlah tersebut, dengan total fee yang diterima agen diperkirakan mencapai Rp 2,5 triliun hingga Rp 3 triliun.","[('Agen-agen', np.str_('NN')), ('ini', np.str_('DT')), ('menerima', np.str_('VB')), ('sekitar', np.str_('ADV')), ('dua', np.str_('NUM')), ('kali', np.str_('NN')), ('lipat', np.str_('VB')), ('dari', np.str_('IN')), ('jumlah', np.str_('NN')), ('tersebut', np.str_('DT')), (',', 'SYM'), ('dengan', np.str_('IN')), ('total', np.str_('NN')), ('fee', np.str_('FW')), ('yang', np.str_('PR')), ('diterima', np.str_('VB')), ('agen', np.str_('NN')), ('diperkirakan', np.str_('VB')), ('mencapai', np.str_('VB')), ('Rp', np.str_('SYM')), ('2,5', np.str_('NUM')), ('triliun', np.str_('NUM')), ('hingga', np.str_('IN')), ('Rp', np.str_('SYM')), ('3', np.str_('NUM')), ('triliun', np.str_('NUM')), ('.', 'SYM')]","[('Agen-agen', 'O'), ('ini', 'O'), ('menerima', 'O'), ('sekitar', 'O'), ('dua', 'B-CRD'), ('kali', 'O'), ('lipat', 'O'), ('dari', 'O'), ('jumlah', 'O'), ('tersebut', 'O'), ('dengan', 'O'), ('total', 'O'), ('fee', 'O'), ('yang', 'O'), ('diterima', 'O'), ('agen', 'O'), ('diperkirakan', 'O'), ('mencapai', 'O'), ('Rp', 'O'), ('2,5', 'O'), ('triliun', 'O'), ('hingga', 'O'), ('Rp', 'O'), ('3', 'O'), ('triliun', 'O')]"
1804,Volume transaksi melalui Agen BRILink juga mencatatkan angka yang signifikan.,"[('Volume', np.str_('NN')), ('transaksi', np.str_('NN')), ('melalui', np.str_('IN')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('juga', np.str_('ADV')), ('mencatatkan', np.str_('VB')), ('angka', np.str_('NN')), ('yang', np.str_('PR')), ('signifikan', np.str_('JJ')), ('.', 'SYM')]","[('Volume', 'O'), ('transaksi', 'O'), ('melalui', 'O'), ('Agen', 'B-PRD'), ('BRILink', 'O'), ('juga', 'O'), ('mencatatkan', 'O'), ('angka', 'O'), ('yang', 'O'), ('signifikan', 'O')]"
1805,"Pada 2023, volume transaksi mencapai Rp 1.427 triliun, sementara hingga September 2024, jumlahnya sudah menembus Rp 1.170 triliun.","[('Pada', np.str_('IN')), ('2023', np.str_('NUM')), (',', 'SYM'), ('volume', np.str_('NN')), ('transaksi', np.str_('NN')), ('mencapai', np.str_('VB')), ('Rp', np.str_('SYM')), ('1.427', np.str_('NUM')), ('triliun', np.str_('NUM')), (',', 'SYM'), ('sementara', np.str_('CC')), ('hingga', np.str_('IN')), ('September', np.str_('NNP')), ('2024', np.str_('NUM')), (',', 'SYM'), ('jumlah', np.str_('NN')), ('nya', np.str_('PR')), ('sudah', np.str_('ADV')), ('menembus', np.str_('VB')), ('Rp', np.str_('SYM')), ('1.170', np.str_('NUM')), ('triliun', np.str_('NUM')), ('.', 'SYM')]","[('Pada', 'O'), ('2023', 'B-DAT'), ('volume', 'O'), ('transaksi', 'O'), ('mencapai', 'O'), ('Rp', 'O'), ('1.427', 'O'), ('triliun', 'O'), ('sementara', 'O'), ('hingga', 'O'), ('September', 'B-DAT'), ('2024', 'I-DAT'), ('jumlah', 'O'), ('nya', 'O'), ('sudah', 'O'), ('menembus', 'O'), ('Rp', 'O'), ('1.170', 'O'), ('triliun', 'O')]"
1806,"Menurut Sunarso, hal tersebut menunjukkan bahwa layanan melalui Agen BRILink justru mampu menjangkau lebih banyak masyarakat dengan volume transaksi yang sangat besar.","[('Menurut', np.str_('IN')), ('Sunarso', np.str_('NNP')), (',', 'SYM'), ('hal', np.str_('NN')), ('tersebut', np.str_('DT')), ('menunjukkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('layanan', np.str_('NN')), ('melalui', np.str_('IN')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('justru', np.str_('ADV')), ('mampu', np.str_('ADV')), ('menjangkau', np.str_('VB')), ('lebih', np.str_('ADV')), ('banyak', np.str_('JJ')), ('masyarakat', np.str_('NN')), ('dengan', np.str_('IN')), ('volume', np.str_('NN')), ('transaksi', np.str_('NN')), ('yang', np.str_('PR')), ('sangat', np.str_('ADV')), ('besar', np.str_('JJ')), ('.', 'SYM')]","[('Menurut', 'O'), ('Sunarso', 'O'), ('hal', 'O'), ('tersebut', 'O'), ('menunjukkan', 'O'), ('bahwa', 'O'), ('layanan', 'O'), ('melalui', 'O'), ('Agen', 'O'), ('BRILink', 'O'), ('justru', 'O'), ('mampu', 'O'), ('menjangkau', 'O'), ('lebih', 'O'), ('banyak', 'O'), ('masyarakat', 'O'), ('dengan', 'O'), ('volume', 'O'), ('transaksi', 'O'), ('yang', 'O'), ('sangat', 'O'), ('besar', 'O')]"
1807,"Meskipun cabang-cabang BRI ditutup, sebut dia, keberadaan agen-agen tersebut justru memperdalam, memperluas, dan mempercepat proses inklusi keuangan di Indonesia.","[('Meskipun', np.str_('SC')), ('cabang-cabang', np.str_('NN')), ('BRI', np.str_('NNP')), ('ditutup', np.str_('VB')), (',', 'SYM'), ('sebut', np.str_('VB')), ('dia', np.str_('PR')), (',', 'SYM'), ('keberadaan', np.str_('NN')), ('agen-agen', np.str_('NN')), ('tersebut', np.str_('DT')), ('justru', np.str_('ADV')), ('memperdalam', np.str_('VB')), (',', 'SYM'), ('memperluas', np.str_('VB')), (',', 'SYM'), ('dan', np.str_('CC')), ('mempercepat', np.str_('VB')), ('proses', np.str_('NN')), ('inklusi', np.str_('NN')), ('keuangan', np.str_('NN')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('.', 'SYM')]","[('Meskipun', 'O'), ('cabang-cabang', 'O'), ('BRI', 'O'), ('ditutup', 'O'), ('sebut', 'O'), ('dia', 'O'), ('keberadaan', 'O'), ('agen-agen', 'O'), ('tersebut', 'O'), ('justru', 'O'), ('memperdalam', 'O'), ('memperluas', 'O'), ('dan', 'O'), ('mempercepat', 'O'), ('proses', 'O'), ('inklusi', 'O'), ('keuangan', 'O'), ('di', 'O'), ('Indonesia', 'B-GPE')]"
1808,"""Transaksi melalui warung-warung ini memiliki volume yang sangat besar dan memberikan manfaat yang lebih luas bagi masyarakat,"" jelas Sunarso.","[('""', 'SYM'), ('Transaksi', np.str_('NN')), ('melalui', np.str_('IN')), ('warung-warung', np.str_('NN')), ('ini', np.str_('DT')), ('memiliki', np.str_('VB')), ('volume', np.str_('NN')), ('yang', np.str_('PR')), ('sangat', np.str_('ADV')), ('besar', np.str_('JJ')), ('dan', np.str_('CC')), ('memberikan', np.str_('VB')), ('manfaat', np.str_('NN')), ('yang', np.str_('PR')), ('lebih', np.str_('ADV')), ('luas', np.str_('JJ')), ('bagi', np.str_('IN')), ('masyarakat', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('jelas', np.str_('JJ')), ('Sunarso', np.str_('NNP')), ('.', 'SYM')]","[('Transaksi', 'O'), ('melalui', 'O'), ('warung-warung', 'O'), ('ini', 'O'), ('memiliki', 'O'), ('volume', 'O'), ('yang', 'O'), ('sangat', 'O'), ('besar', 'O'), ('dan', 'O'), ('memberikan', 'O'), ('manfaat', 'O'), ('yang', 'O'), ('lebih', 'O'), ('luas', 'O'), ('bagi', 'O'), ('masyarakat', 'O'), ('jelas', 'O'), ('Sunarso', 'O')]"
1809,Ini Kunci agar Startup Bisa Mendapatkan Pendanaan dari Investor,"[('Ini', np.str_('PR')), ('Kunci', np.str_('NN')), ('agar', np.str_('SC')), ('Startup', np.str_('NNP')), ('Bisa', np.str_('ADV')), ('Mendapatkan', np.str_('VB')), ('Pendanaan', np.str_('NNP')), ('dari', np.str_('IN')), ('Investor', np.str_('NNP'))]","[('Ini', 'O'), ('Kunci', 'O'), ('agar', 'O'), ('Startup', 'O'), ('Bisa', 'O'), ('Mendapatkan', 'O'), ('Pendanaan', 'O'), ('dari', 'O'), ('Investor', 'O')]"
1810,"Di tengah transformasi digital yang semakin pesat, peran perusahaan rintisan (startup) sebagai penggerak ekonomi di Indonesia terus menguat.","[('Di', np.str_('IN')), ('tengah', np.str_('ADV')), ('transformasi', np.str_('NN')), ('digital', np.str_('JJ')), ('yang', np.str_('PR')), ('semakin', np.str_('ADV')), ('pesat', np.str_('JJ')), (',', 'SYM'), ('peran', np.str_('NN')), ('perusahaan', np.str_('NN')), ('rintisan', np.str_('NN')), ('(', 'SYM'), ('startup', np.str_('NN')), (')', 'SYM'), ('sebagai', np.str_('IN')), ('penggerak', np.str_('NN')), ('ekonomi', np.str_('NN')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('terus', np.str_('ADV')), ('menguat', np.str_('VB')), ('.', 'SYM')]","[('Di', 'O'), ('tengah', 'O'), ('transformasi', 'O'), ('digital', 'O'), ('yang', 'O'), ('semakin', 'O'), ('pesat', 'O'), ('peran', 'O'), ('perusahaan', 'O'), ('rintisan', 'O'), ('startup', 'O'), ('sebagai', 'O'), ('penggerak', 'O'), ('ekonomi', 'O'), ('di', 'O'), ('Indonesia', 'B-GPE'), ('terus', 'O'), ('menguat', 'O')]"
1811,"Dikutip dari antaranews.com, Senin (16/9/2024), saat ini, Indonesia menjadi rumah bagi 2.500 startup aktif dan menjadi salah satu ekosistem paling dinamis di Asia Tenggara.","[('Dikutip', np.str_('VB')), ('dari', np.str_('IN')), ('antaranews.com', np.str_('NN')), (',', 'SYM'), ('Senin', np.str_('NNP')), ('(', 'SYM'), ('16/9/2024', np.str_('NUM')), (')', 'SYM'), (',', 'SYM'), ('saat', np.str_('SC')), ('ini', np.str_('PR')), (',', 'SYM'), ('Indonesia', np.str_('NNP')), ('menjadi', np.str_('VB')), ('rumah', np.str_('NN')), ('bagi', np.str_('IN')), ('2.500', np.str_('NUM')), ('startup', np.str_('NN')), ('aktif', np.str_('JJ')), ('dan', np.str_('CC')), ('menjadi', np.str_('VB')), ('salah', np.str_('JJ')), ('satu', np.str_('NUM')), ('ekosistem', np.str_('NN')), ('paling', np.str_('ADV')), ('dinamis', np.str_('JJ')), ('di', np.str_('IN')), ('Asia', np.str_('NNP')), ('Tenggara', np.str_('NNP')), ('.', 'SYM')]","[('Dikutip', 'O'), ('dari', 'O'), ('antaranews.com', 'O'), ('Senin', 'B-DAT'), ('16/9/2024', 'O'), ('saat', 'O'), ('ini', 'O'), ('Indonesia', 'O'), ('menjadi', 'O'), ('rumah', 'O'), ('bagi', 'O'), ('2.500', 'O'), ('startup', 'O'), ('aktif', 'O'), ('dan', 'O'), ('menjadi', 'O'), ('salah', 'O'), ('satu', 'O'), ('ekosistem', 'O'), ('paling', 'O'), ('dinamis', 'O'), ('di', 'O'), ('Asia', 'O'), ('Tenggara', 'O')]"
